full_text,tweet_english,klasifikasi
sangkal abis kampanye masif buat makin curiga niat selubung perihal tapera klo gak bu apa,"Deny it after a massive campaign to make you even more suspicious of the cover-up intentions regarding Tapera, if nothing else",Positif
jelas menteri aja beda2 soal tapera malah ngomongnya sukarela,"It's clear that ministers are different about tapera, even saying it's voluntary",Positif
tri tolol awal presiden tolol swasta potong tapera apa pak mentei lha saya gak tau,"three stupid early president stupid private sector cutting tapera or what, sir minister, I don't know",Negatif
bismillah tapera yg paksa tdk mau gaji nya potong utk tapera kena sanksi beri kerja kena sangsi karyawannya mau gaji nya potong arti di paksa bayar tolak hilang kerja astaghfirullah kejam nya,"bismillah Tapera who was forced didn't want his salary to be cut for Tapera to be sanctioned, he gave work, he was subject to sanctions, the employee wanted his salary to be cut, meaning he was forced to pay, he refused to lose his job, Astaghfirullah, that's cruel.",Negatif
jadi ributribut ukt tapera belakang tuju buat alih mulus jalan kaesang,So make a fuss for the rear tapera to make a smooth change over the Kaesang road,Positif
kamis 6 juni 2024 partai buruh amp kspi siap aksi besar2an istana negara yg ikut ribu buruh tolak pp no 2124 tapera,"Thursday, June 6, 2024, the Labor Party and KSPI are ready for a large-scale action at the State Palace, attended by thousands of workers to reject PP No. 2124 on Tapera.",Positif
potong tapera kan kerja upah atas upah minimum logika kemnaker arti wajib jamin kemudi ojol jadi kerja upah di atas upah minimum,"cutting tapera means working at a wage above the minimum wage, the logic of the Ministry of Manpower means that it is mandatory to guarantee motorbike taxi driving, so working at a wage above the minimum wage",Negatif
cukup beli tanah rumah bangun perintah program ganjar tuku lemah omah beban rakyat cuma satu cuma bayar cicil tanah ratus ribu harga tanah murah krn beli awal nama tuanku rakyat kalo rakyat suruh nabung dulu baru dpt rumah tapera,"just buy land, build a house, order the reward program for the weak, the burden on the people is only one, just pay installments of hundreds of thousands of land, the price of land is cheap because you buy it early in the name of the people's master, if the people are told to save first, then you can get a Tapera house",Positif
buruh seru aksi demo 6 juni istana negara tolak tapera tolak program kris ukt mahal akan suara tapera kata bantu ringan masyarakat dapat rumah justru anggap beban bahkan potensi rugi,"workers call for a demonstration on June 6, the state palace rejects tapera, rejects the expensive kris ukt program, the sound of tapera is a word of light help, people get a house, they actually consider it a burden and even a potential loss",Positif
jangan pernah investasi bisnis tidak kamu paham warren buffett jangan investasi tapera taspen asabri jiwasraya bahkan dana haji makan rezim maling histori rezim jokowi tukang maling uang rakyat,"never invest in business, don't you understand Warren Buffet, don't invest in Tapera Taspen Asabri Jiwasraya, even the Hajj funds are a thief's regime, the history of the Jokowi regime is a thief of people's money",Netral
paling takut tapera portofolio perintah bumn kelola danadana simpan galang masyarakat investasi bodong saham goreng,"Most afraid of tapera, portfolio orders from state-owned companies, managing funds, savings, public investment, fraudulent fried shares",Negatif
tapera gimana gameplay nya batas amat aja latar belakang sedang perlu banyak sekali uang ikn program2 yg udah janji usul tri baru hutang2 luar negeri indonesia cukup banyak inti bu,"Tapera, what's the gameplay, it's very limited, the background is needed a lot of money, the programs that have been promised, propose a new trilogy, Indonesia's foreign debts are quite a lot, ma'am",Negatif
tapera mirip konsep komunisme satu pihak rakyat minta korban atas nama gotong royong proletarian di sisi anggota politbiro berfoya2 dgn gaji fasilitas hasil derita kaum proletar,"tapera is similar to the concept of communism, on the one hand, the people ask for victims in the name of proletarian mutual cooperation, on the other hand, members of the politburo revel in the benefits of salaries resulting from the suffering of the proletariat.",Negatif
member tapera potong gaji 3 bulan manfaat buat member tapera punya rumah kapan kisar 200 tahun si tolol 58 joget,Tapera members take a 3 month salary cut. The benefits for Tapera members are having a house when it's around 200 years old fool 58 dancing,Positif
blakblakan sebut tak semua buruh wajib ikut tapera kemnaker tak kenal tak sayang bagi buruh buat geleng kepala soal gaji bakal potong 3 persen buat taperasebab potong nilai tak masuk akal kemnaker jelas,"Frankly saying that not all workers are required to participate in Tapera, the Ministry of Manpower doesn't know or care about workers, shaking their heads about the salary cut of 3 percent for Tapera because the cut is unreasonable, the Ministry of Manpower is clear",Positif
daftar potong gaji kerja datang anak baru tapera lumayan nambah 2 5 cc,"The list of salary deductions from work comes when a new child, Tapera, adds quite 2 5 cc",Positif
ukt terbit tapera indonesia negara bu apa gimana sih biaya nambah mulu sejahtera kagak,So what country is the country's Indonesian Tapera published? How do the costs increase for Mulu Prosperity or not?,Netral
singkat padat jelas komentar tapera,"short, concise, clear tapera comments",Positif
basuki jelas singkat soal tapera tanya wartawan banyak tau minta maaf,Basuki was clearly brief about tapera and asked many journalists who knew he was sorry,Netral
kerja cantum jadi serta program tabung rumah rakyat tapera tidak masuk masyarakat hasil rendah mbr sudah milik rumah sebut tabung mulia,"the finished work and the Tapera people's home savings program are not included in the low-income communities who already own the house, called tube noble",Positif
tapera upaya bodoh tingkat tinggi untung rakyat bosan dibodohin cukup fahri hamzah yang jadi korban,"Tapera is a stupid attempt at a high level, fortunately the people are tired of being fooled, only Fahri Hamzah is the victim",Negatif
trus situ bikin tapera hhhh maksud,then there make tapera hhhh I mean,Negatif
luar nurul atur mungkin potong gaji karyawan tapera tuai kontra masyarakat media sosial x misal banyak netizen tahan skema mohon manfaat terima kerja,"Luar Nurul Arrange, May Cut Tapera Employees' Salaries, Tapera Reap Contra Social Media Society",Positif
perintah perlu betul2 timbang suara publik ttg tabung rumah rakyat tapera kalau tdk bijak jamin betul2 dapat rumah perintah tabung hitung matematis memang masuk akal misa orang yg dapat gaji rp 5 jtbln,"The order needs to really weigh the public's vote regarding the Tapera people's housing savings. If you are not wise, guarantee that you will actually get a house. The mathematical calculation of the savings order is indeed reasonable, for example, for people who earn a salary of IDR 5 million per month.",Positif
harap jangan percaya masalah duit jamin kata2 2030 tahun kalian kecewa ketika tarik uang tapera beliau akan tagih jamin,"please don't believe the guarantee money problem, the words 2030 will disappoint you when you withdraw the tapera money, he will collect the guarantee",Netral
klo kiper ernando w tenang sih jangan bola isu tapera aja tepis,"If goalkeeper Ernando W is calm, don't worry about the ball, just brush off the Tapera issue",Positif
gaji komite tapera 43 jtbln 3 asal gaji kerja yg gaji umr sinting,Tapera committee salary is 43 million 3 months as long as the salary for the job is a crazy salary,Negatif
tapera tabung tipu rakyat,Tapera tube deceives the people,Netral
pks minta perintah jelas mana tanah tapera,Pks asks for clear orders on where the Tapera land is,Positif
emang anies menang tapera batal gitu uunya sudah ketok tahun 2016 hadap ikn anies ambigu berani terang2an tolak ikn sudah tap mprnya anies menang kondisi sama cuma lebih prediksi,"Indeed, Anies won, Tapera was cancelled, the law was passed in 2016, facing IKN, Anies was ambiguous, he dared to openly reject IKN, the MPR had already tapped Anies to win, the conditions were the same, only more predictable",Positif
moeldoko sebut tapera akan tunda kritik mahfud md hitung matematis masuk akal,"Moeldoko said Tapera would delay Mahfud MD's criticism, making mathematical sense",Netral
tapera apa sih tambah derita rakyat,Tapera is what adds to the suffering of the people,Netral
pdip minta jokowi setop tapera jangan rakyat kecil biaya besar,Pdip asks Jokowi to stop tapera so that it doesn't cost big money to small people,Negatif
tak indonesia kim jong un sedia rumah warga potong gaji tapera,not indonesia kim jong un provides housing for residents cuts tapera salaries,Netral
apindo beri tanggap kait tapera hanya kelas kerja usaha saran optimalisasi bpjs tk sarana milik rumah make sense usaha jg tambah 05 utk ikut iur tapera,"Apindo responds to Tapera only for business work classes, suggestions for optimizing BPJS for home-owned facilities, make business sense, also add 05 to participate in Tapera contributions",Netral
tapera tabung harus sifat sukarela boleh wajib tuju,Tapera Tube must be voluntary and may be obligatory,Netral
betapa lancang perintah paksa mungut iur tapera para self employee itu cipta lapang kerja diri sendiri jatuh harus bangkit sendiri dapat bantu apa perintah kok tega pungut iur paksa,How presumptuous is the order to force the self-employee to collect fees by creating employment by themselves when they fall and have to get up themselves? Can you help? What is the order? Why do you have the heart to collect fees by force?,Netral
makin besar gaji potong daya beli masyarakat turun,"The higher the salary, the lower people's purchasing power",Positif
ampera amanat derita rakyat tapera tabung derita rakyat,ampera mandate of people's suffering tapera tube of people's suffering,Netral
tapera tuh sebenernya tambah keluar rakyat,Tapera is actually making more people leave,Positif
head coach jairos tapera has selected the warriors squad for the fifa world cup qualifiers versus lesotho and south africa the players will report to camp in johannesburg on sunday 2 june,head coach jairos tapera has selected the warriors squad for the fifa world cup qualifiers versus lesotho and south africa the players will report to camp in johannesburg on sunday 2 june,Netral
potong pajak hasil potong bpjs sehat potong bpjs ketenagakerjaan potong ppn 11 potong cicil rumah kendara potong tapera kontol 3 giat tidak pajak perintah kalau pindah kewarganegaraan,cut taxes from healthy BPJS cuts cut BPJS employment cut VAT 11 cut vehicle installments cut tapera dick 3 be active no taxes orders if you change citizenship,Positif
aku tuju tapera baik anggota dpr ri sorot kurang perintah masyarakat ikhlas uang potong anggota komisi ix dpr ri kata ide dasar tapera teken presiden jokowi benar mulia sesuai amanat konstitusi,"I aim for Tapera, both members of the Republic of Indonesia's DPR, highlight the lack of orders from the public, be sincere, money cut by members of Commission IX, DPR RI, the basic idea of ​​Tapera is signed by President Jokowi, it is truly noble in accordance with the mandate of the Constitution",Positif
